,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
865,14839350,0.13,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,3,2,2,16,375.0,3,58,True,0,0,4.9,False,125.0,1125.0,0.07,0.23,0.27,4.99,0.4246575342465753,1875.0
866,14845555,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,19,400.0,2,101,True,4,1,4.41,True,100.0,800.0,0.04,0.27,0.19,10.99,0.019138755980861243,2000.0
867,14869289,0.57,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,10,145.0,3,10,True,0,0,4.98,False,72.5,435.0,0.05,0.1,0.16,4.99,0.08493150684931507,724.8630136986301
868,14876448,0.75,False,Buitenveldert - Zuidas,52.34,4.89,Entire home/apt,2,1,1,5,162.0,4,15,True,10,0,5.0,False,81.0,648.0,0.07,0.17,0.14,4.99,0.030136986301369864,821.1643835616438
869,14879214,0.62,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,2,1,1,8,169.0,3,30,True,1,0,4.76,False,84.5,507.0,0.07,0.16,0.18,4.99,0.010958904109589041,847.5068493150685
870,14883807,0.78,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,2,8,256.0,2,101,True,0,0,4.93,False,64.0,512.0,0.05,0.14,0.2,4.99,0.046511627906976744,1400.0
871,14884660,1.0,True,Bijlmer-Oost,52.3,4.965,Entire home/apt,4,2,2,1,125.0,3,11,True,2,1,4.91,False,31.25,375.0,0.06,0.06,0.18,4.99,0.019178082191780823,767.7671232876712
872,14890435,0.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,4,2,2,1,85.0,28,60,True,0,0,4.67,False,21.25,2380.0,0.07,0.09,0.14,4.99,0.43561643835616437,425.0
873,15013026,1.0,True,Westerpark,52.38,4.89,Entire home/apt,2,1,1,8,102.0,3,101,True,3,9,4.93,False,51.0,306.0,0.06,0.16,0.19,4.99,0.3856749311294766,509.3801652892562
874,15024573,1.0,False,Slotervaart,52.34,4.844,Entire home/apt,2,1,1,5,129.0,7,15,True,0,0,5.0,False,64.5,903.0,0.06,0.08,0.2,4.99,0.4136986301369863,645.0
875,15038140,0.45,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,17,449.0,3,101,True,2,0,4.66,False,112.25,1347.0,0.1,0.16,0.28,10.99,0.4712328767123288,2245.0
876,15045784,1.0,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,8,229.0,4,4,True,5,0,4.72,False,114.5,916.0,0.06,0.18,0.21,4.99,0.0136986301369863,1145.0
877,15046252,1.0,False,Slotervaart,52.38,4.83,Entire home/apt,2,1,1,5,110.0,3,45,True,8,4,4.75,False,55.0,330.0,0.05,0.11,0.17,4.99,0.8133971291866029,599.4976076555024
878,15069603,0.67,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,4,96.0,2,101,True,0,0,4.84,False,48.0,192.0,0.06,0.12,0.16,4.99,0.0,480.0
879,15081578,1.0,True,IJburg - Zeeburgereiland,52.34,4.992,Entire home/apt,6,3,3,20,314.0,4,30,True,0,0,5.0,False,52.34,1256.0,0.1,0.19,0.31,4.99,0.2054794520547945,1571.2328767123288
880,15093623,0.36,False,Centrum-West,52.38,4.9,Private room,2,1,1,2,150.0,4,101,True,0,3,4.93,False,75.0,600.0,0.08,0.19,0.2,4.99,0.4876712328767123,628.3561643835617
881,15096042,0.6,False,Centrum-Oost,52.38,4.89,Private room,2,1,1,7,130.0,5,-56,True,0,1,4.92,False,65.0,650.0,0.08,0.17,0.19,4.99,0.0,650.0
882,15152694,0.68,True,Centrum-West,52.38,4.89,Entire home/apt,4,2,2,12,302.0,1,101,True,5,1,4.96,False,75.5,302.0,0.12,0.2,0.16,4.99,1.0,1812.3684210526317
883,15167502,0.9,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,2,189.0,3,15,True,0,1,4.9,False,47.25,567.0,0.08,0.19,0.22,4.99,0.0027397260273972603,1011.9041095890411
884,15209631,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,10,267.0,4,50,True,0,0,4.94,False,133.5,1068.0,0.11,0.23,0.25,4.99,0.7506849315068493,1401.5890410958905
885,15210146,0.8,False,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,8,83.0,3,15,True,0,0,4.96,False,41.5,249.0,0.05,0.1,0.16,4.99,0.00821917808219178,575.7945205479452
886,15213109,0.42,False,Westerpark,52.38,4.88,Entire home/apt,4,2,2,11,298.0,3,101,True,9,2,4.84,False,74.5,894.0,0.07,0.11,0.19,4.99,0.043835616438356165,1271.4109589041095
887,15260123,0.78,False,De Pijp - Rivierenbuurt,52.34,4.9,Private room,4,1,1,10,150.0,3,-23,True,0,2,4.66,False,37.5,450.0,0.07,0.18,0.17,4.99,0.34794520547945207,655.972602739726
888,15276959,0.28,False,Centrum-Oost,52.38,4.902,Private room,2,1,1,4,150.0,4,101,True,3,2,4.89,False,75.0,600.0,0.08,0.11,0.13,4.99,0.5917808219178082,655.6164383561644
889,15310556,0.61,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,2,1,1,7,206.0,4,101,True,0,2,4.88,False,103.0,824.0,0.07,0.17,0.22,4.99,0.0,1099.3131868131868
890,15351762,0.75,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,10,141.0,4,8,True,2,2,4.96,True,70.5,564.0,0.05,0.19,0.16,4.99,0.5178082191780822,715.2876712328767
891,15351988,0.55,False,Centrum-West,52.38,4.895,Entire home/apt,4,2,2,15,339.0,7,100,True,0,0,4.76,False,84.75,2372.0,0.09,0.1,0.16,4.99,0.0,1696.2328767123288
892,15382115,0.82,False,Centrum-Oost,52.38,4.914,Entire home/apt,2,1,1,1,130.0,5,101,True,0,0,4.94,False,65.0,650.0,0.05,0.17,0.14,4.99,0.0,650.3698630136986
893,15404775,0.66,False,Centrum-West,52.38,4.89,Private room,2,1,1,5,101.0,2,101,True,0,0,4.5,True,50.5,202.0,0.06,0.22,0.19,4.99,0.0,455.0
894,15416044,0.72,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,12,275.0,2,7,True,3,1,4.81,False,137.5,550.0,0.13,0.27,0.39,4.99,0.0673076923076923,1664.423076923077
895,15465365,0.65,True,Centrum-West,52.38,4.88,Private room,2,1,1,5,93.0,4,7,True,0,1,4.95,False,46.5,372.0,0.05,0.12,0.15,4.99,0.0,479.7260273972603
896,15481220,0.43,False,Slotervaart,52.34,4.832,Entire home/apt,4,2,2,19,475.0,5,101,True,0,0,4.48,False,118.75,2376.0,0.13,0.13,0.26,10.99,0.8328767123287671,2375.0
897,15504280,0.67,False,Watergraafsmeer,52.34,4.92,Entire home/apt,2,1,1,6,200.0,3,101,True,0,1,4.86,False,100.0,600.0,0.1,0.15,0.25,4.99,0.038356164383561646,1015.3424657534247
898,15534081,0.92,False,Westerpark,52.4,4.88,Entire home/apt,2,1,1,1,74.0,3,30,True,0,4,4.37,False,37.0,222.0,0.07,0.13,0.17,2.99,0.0,370.0
899,15546882,1.0,False,IJburg - Zeeburgereiland,52.38,4.977,Entire home/apt,3,2,2,4,149.0,3,101,True,0,0,4.86,True,49.66,447.0,0.07,0.11,0.17,4.99,0.030136986301369864,748.5616438356165
900,15564496,0.0,False,Zuid,52.34,4.855,Entire home/apt,3,2,2,6,226.0,14,109,True,4,0,4.88,False,75.3,3164.0,0.06,0.2,0.16,4.99,0.17534246575342466,1203.6027397260275
901,15574248,0.0,False,Slotervaart,52.38,4.83,Entire home/apt,4,2,2,6,175.0,3,7,True,0,0,4.56,False,43.75,525.0,0.07,0.21,0.21,4.99,0.0,875.0
902,15591889,0.14,False,Zuid,52.34,4.887,Entire home/apt,3,2,2,7,120.0,4,14,True,0,0,5.0,False,40.0,480.0,0.06,0.11,0.18,4.99,0.0,713.7260273972603
903,15599773,0.0,False,De Baarsjes - Oud-West,52.34,4.855,Entire home/apt,4,2,2,7,142.0,3,101,True,1,0,5.0,False,35.5,426.0,0.06,0.1,0.15,4.99,0.0027397260273972603,1303.5753424657535
904,15611604,0.31,False,Zuid,52.34,4.867,Entire home/apt,4,2,2,12,331.0,4,101,True,5,2,4.89,False,82.75,1324.0,0.12,0.16,0.23,4.99,0.01643835616438356,1656.986301369863
905,15630976,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,6,115.0,5,101,True,2,0,5.0,False,57.5,575.0,0.07,0.12,0.17,4.99,0.0136986301369863,575.2739726027397
906,15642871,1.0,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,6,163.0,2,101,True,1,0,4.98,False,81.5,326.0,0.06,0.17,0.18,4.99,0.003194888178913738,755.0319488817892
907,15658599,0.92,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,9,229.0,3,9,True,0,0,4.96,False,114.5,687.0,0.09,0.29,0.26,4.99,0.0,1145.0
908,15659592,0.86,True,De Pijp - Rivierenbuurt,52.34,4.895,Private room,1,1,1,1,90.0,6,23,True,15,2,4.81,False,90.0,540.0,0.05,0.13,0.15,4.99,0.0410958904109589,265.47945205479454
909,15693863,0.67,False,Oud-Noord,52.4,4.902,Entire home/apt,2,1,1,6,119.0,3,-23,True,4,3,4.45,False,59.5,357.0,0.08,0.13,0.18,4.99,0.0136986301369863,539.4246575342465
910,15713472,0.33,False,Zuid,52.34,4.848,Entire home/apt,2,1,1,9,200.0,3,101,True,1,0,4.72,False,100.0,600.0,0.09,0.24,0.3,4.99,0.0410958904109589,1002.3972602739726
911,15752260,0.33,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,7,220.0,10,60,True,17,0,4.89,False,110.0,2200.0,0.08,0.22,0.15,4.99,0.04657534246575343,742.6027397260274
912,15757001,0.52,False,Centrum-West,52.38,4.895,Entire home/apt,4,2,2,13,262.0,5,100,True,0,0,4.78,True,65.5,1310.0,0.1,0.14,0.25,4.99,0.0,1245.0
913,15771182,1.0,False,Bos en Lommer,52.38,4.85,Entire home/apt,2,1,1,1,95.0,3,13,True,0,0,4.89,False,47.5,285.0,0.06,0.12,0.15,4.99,0.0,475.0
914,15771785,1.0,True,Oud-Noord,52.4,4.91,Entire home/apt,12,6,6,17,442.0,3,101,True,5,7,4.37,True,36.84,1326.0,0.04,0.18,0.16,10.99,0.7784090909090909,2749.346590909091
915,15780515,1.0,True,Zuid,52.34,4.87,Entire home/apt,2,1,1,2,166.0,3,31,True,0,3,4.94,False,83.0,498.0,0.08,0.17,0.21,4.99,0.36103151862464183,994.1404011461318
916,15785019,0.56,False,Oud-Noord,52.4,4.926,Entire home/apt,3,2,2,3,125.0,6,101,True,0,0,4.7,False,41.66,750.0,0.08,0.1,0.17,4.99,0.010958904109589041,625.0
917,15854242,1.0,False,Oud-Oost,52.34,4.91,Entire home/apt,2,1,1,5,183.0,2,30,True,0,0,4.8,False,91.5,366.0,0.07,0.15,0.19,4.99,0.13150684931506848,950.8219178082192
918,15861762,0.5,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,2,1,1,10,180.0,4,14,True,0,0,5.0,False,90.0,720.0,0.07,0.12,0.17,4.99,0.7342465753424657,900.0
919,15911681,0.96,False,Centrum-Oost,52.38,4.906,Entire home/apt,2,1,1,1,165.0,5,5,True,1,0,4.97,False,82.5,825.0,0.08,0.12,0.19,4.99,0.16712328767123288,825.0
920,15926617,0.73,False,Watergraafsmeer,52.34,4.914,Entire home/apt,4,2,2,12,350.0,2,28,True,0,0,4.89,False,87.5,700.0,0.1,0.18,0.31,4.99,0.782608695652174,1750.0
921,15936857,1.0,False,De Aker - Nieuw Sloten,52.34,4.816,Entire home/apt,2,1,1,8,68.0,7,9,True,0,0,4.58,True,34.0,476.0,0.05,0.16,0.14,2.99,0.26301369863013696,375.24657534246575
922,15946060,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,1,6,120.0,4,15,True,2,3,4.86,False,60.0,480.0,0.07,0.13,0.2,4.99,0.2410958904109589,522.6027397260274
923,15953085,0.71,False,Noord-West,52.4,4.906,Entire home/apt,4,2,2,6,139.0,4,109,True,0,0,5.0,False,34.75,556.0,0.06,0.13,0.17,4.99,0.005479452054794521,695.0
924,15959684,0.0,False,De Baarsjes - Oud-West,52.38,4.88,Entire home/apt,2,1,1,11,250.0,3,14,True,0,0,5.0,False,125.0,750.0,0.11,0.21,0.21,4.99,0.0,1250.0
925,15995195,0.83,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,12,350.0,3,101,True,0,1,4.92,False,175.0,1050.0,0.1,0.3,0.24,4.99,0.4301369863013699,1773.5068493150684
926,16003294,1.0,False,Westerpark,52.38,4.88,Private room,3,1,1,8,111.0,3,101,True,0,0,4.97,False,37.0,333.0,0.06,0.12,0.18,4.99,0.0,879.068493150685
927,16021092,0.64,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,4,2,2,7,200.0,5,60,True,0,0,4.86,False,50.0,1000.0,0.11,0.17,0.29,4.99,0.03561643835616438,1000.0
928,16081933,1.0,True,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,2,1,1,10,170.0,3,30,True,4,6,4.92,False,85.0,510.0,0.09,0.15,0.24,4.99,0.5232876712328767,871.0958904109589
929,16107987,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,11,250.0,3,30,True,0,0,4.95,False,125.0,750.0,0.08,0.16,0.2,4.99,0.0,1250.0
930,16153200,0.5,False,Westerpark,52.38,4.875,Entire home/apt,3,2,2,2,100.0,3,100,True,0,0,4.83,False,33.34,300.0,0.07,0.1,0.18,4.99,0.0,689.4657534246576
931,16153298,0.37,False,Centrum-West,52.38,4.88,Entire home/apt,6,3,3,30,800.0,3,100,True,0,0,4.66,True,133.4,2400.0,0.13,0.23,0.4,10.99,0.2602739726027397,4044.5205479452056
932,16185181,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,4,2,2,11,171.0,3,28,True,1,0,4.75,False,42.75,513.0,0.09,0.14,0.19,4.99,0.005479452054794521,1025.7123287671234
933,16197958,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,13,189.0,4,31,True,4,1,4.97,False,94.5,756.0,0.05,0.13,0.17,4.99,0.059490084985835696,943.7252124645893
934,16211736,1.0,True,Westerpark,52.38,4.875,Private room,4,1,1,8,275.0,5,101,True,0,3,4.81,False,68.75,1375.0,0.1,0.22,0.19,4.99,0.6986301369863014,1381.986301369863
935,16222778,0.57,False,Centrum-West,52.38,4.887,Private room,2,1,1,5,91.0,5,30,True,0,3,4.73,False,45.5,455.0,0.06,0.12,0.16,4.99,0.0,522.4520547945206
936,16235797,0.58,False,Centrum-Oost,52.38,4.887,Private room,4,1,1,6,81.0,1,15,True,0,0,4.53,True,20.25,81.0,0.05,0.12,0.17,4.99,0.0,790.5128205128206
937,16247842,0.39,False,Zuid,52.34,4.848,Private room,2,1,1,6,149.0,2,109,True,4,1,4.46,True,74.5,298.0,0.08,0.14,0.19,4.99,0.14560439560439561,671.5247252747253
938,16270813,0.45,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,4,2,2,5,239.0,4,101,True,5,0,4.76,False,59.75,956.0,0.09,0.14,0.23,4.99,0.7972602739726027,1160.2739726027398
939,16328805,0.5,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,3,2,2,7,90.0,3,101,True,0,0,4.63,False,30.0,270.0,0.06,0.12,0.16,4.99,0.0,517.054794520548
940,16341879,0.71,False,Centrum-West,52.38,4.895,Private room,2,1,1,4,158.0,3,101,True,13,0,4.47,True,79.0,474.0,0.09,0.17,0.17,4.99,0.90633608815427,1219.5454545454545
941,16342515,0.49,False,Centrum-West,52.38,4.895,Private room,2,1,1,6,158.0,3,101,True,12,0,4.46,True,79.0,474.0,0.09,0.17,0.2,4.99,0.8956043956043956,1224.4093406593406
942,16350016,0.62,True,Zuid,52.38,4.87,Entire home/apt,2,1,1,10,169.0,3,31,True,0,8,4.9,False,84.5,507.0,0.08,0.19,0.21,4.99,0.447887323943662,895.0
943,16355117,0.0,False,Zuid,52.34,4.855,Entire home/apt,3,2,2,14,241.0,14,-68,True,5,0,4.86,False,80.3,3374.0,0.05,0.19,0.28,4.99,0.1780821917808219,1205.0
944,16388616,1.0,False,Westerpark,52.38,4.88,Private room,2,1,1,8,92.0,3,90,True,0,3,4.61,True,46.0,276.0,0.07,0.09,0.16,4.99,0.37950138504155123,509.8476454293629
945,16389105,0.42,False,Centrum-West,52.38,4.88,Private room,2,1,1,1,129.0,3,90,True,0,4,4.71,True,64.5,387.0,0.07,0.18,0.16,4.99,0.1424581005586592,702.6396648044692
946,16391366,1.0,True,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,16,229.0,4,28,True,0,0,5.0,True,114.5,916.0,0.08,0.23,0.27,4.99,0.33424657534246577,1145.0
947,16404688,0.79,False,Oud-Noord,52.4,4.938,Entire home/apt,5,3,3,7,210.0,5,30,True,0,0,5.0,False,42.0,1050.0,0.09,0.22,0.26,4.99,0.0,1049.9178082191781
948,16422457,1.0,False,Watergraafsmeer,52.34,4.94,Entire home/apt,4,2,2,9,190.0,3,60,True,0,0,4.89,False,47.5,570.0,0.07,0.14,0.19,4.99,0.0,951.986301369863
949,16438704,1.0,True,Bos en Lommer,52.38,4.86,Entire home/apt,4,2,2,12,260.0,5,101,True,0,1,4.94,False,65.0,1300.0,0.12,0.27,0.29,4.99,0.0,1301.6438356164383
950,16486501,0.92,False,Bos en Lommer,52.38,4.848,Entire home/apt,4,2,2,5,207.0,3,101,True,0,0,4.86,False,51.75,621.0,0.08,0.13,0.27,4.99,0.010958904109589041,887.3972602739726
951,16529952,0.69,False,Westerpark,52.38,4.875,Entire home/apt,2,1,1,8,120.0,3,4,True,0,0,4.83,False,60.0,360.0,0.07,0.14,0.2,4.99,0.0027397260273972603,600.0
952,16540398,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,9,122.0,3,30,True,0,0,5.0,False,61.0,366.0,0.07,0.13,0.23,4.99,0.0273972602739726,675.3287671232877
953,16610138,0.53,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,3,2,2,6,115.0,3,101,True,4,5,4.81,False,38.34,345.0,0.05,0.15,0.19,4.99,0.06575342465753424,612.8219178082192
954,16625355,0.82,False,Noord-West,52.4,4.906,Entire home/apt,4,2,2,3,177.0,4,21,True,0,2,4.89,False,44.25,708.0,0.08,0.21,0.16,4.99,0.01643835616438356,971.6438356164383
955,16630995,0.0,False,Oud-Oost,52.34,4.906,Entire home/apt,2,1,1,2,75.0,3,30,True,0,0,4.87,False,37.5,225.0,0.06,0.14,0.14,4.99,0.0,375.0
956,16671672,1.0,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,2,130.0,3,30,True,0,0,4.93,False,65.0,390.0,0.06,0.18,0.19,4.99,0.0,650.0
957,16687949,1.0,True,De Baarsjes - Oud-West,52.38,4.848,Private room,3,1,1,4,77.0,3,30,True,3,5,4.86,False,25.67,231.0,0.06,0.12,0.16,4.99,0.15616438356164383,402.90410958904107
958,16697065,0.47,False,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,5,102.0,4,60,True,0,0,4.88,False,51.0,408.0,0.05,0.13,0.16,4.99,0.0,509.0495867768595
959,16710492,1.0,False,Oud-Oost,52.34,4.918,Entire home/apt,3,2,2,3,185.0,4,101,True,0,0,4.88,False,61.66,740.0,0.07,0.12,0.22,4.99,0.0,927.8767123287671
960,16715510,0.82,False,Westerpark,52.38,4.88,Entire home/apt,4,2,2,7,220.0,5,101,True,0,0,4.94,False,55.0,1100.0,0.08,0.17,0.23,4.99,0.0,1102.4794520547946
961,16721604,0.25,False,Bos en Lommer,52.38,4.848,Entire home/apt,4,2,2,11,190.0,30,60,True,0,0,4.87,False,47.5,5700.0,0.07,0.13,0.18,4.99,0.2684931506849315,950.0
962,16751073,0.67,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,7,245.0,3,101,True,15,3,4.87,False,122.5,735.0,0.09,0.05,0.21,4.99,0.8054794520547945,1225.3972602739725
963,16751079,0.61,False,Centrum-West,52.38,4.887,Entire home/apt,5,3,3,9,300.0,3,101,True,0,1,4.91,False,60.0,900.0,0.09,0.29,0.19,4.99,0.0,1505.4794520547946
964,16775644,1.0,False,Oud-Oost,52.34,4.914,Entire home/apt,2,1,1,7,240.0,3,101,True,0,0,4.63,False,120.0,720.0,0.05,0.16,0.25,4.99,0.0,1186.6301369863013
965,16788501,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,11,184.0,3,101,True,0,0,4.75,False,92.0,552.0,0.07,0.12,0.18,4.99,0.01643835616438356,921.2191780821918
966,16804355,1.0,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,8,295.0,3,101,True,0,1,4.92,True,147.5,885.0,0.12,0.24,0.2,4.99,0.0,1477.4109589041095
967,16878229,0.5,False,Slotervaart,52.38,4.83,Entire home/apt,6,3,3,1,100.0,5,101,True,0,0,4.83,False,16.67,500.0,0.08,0.15,0.16,4.99,0.0136986301369863,532.6027397260274
968,16996727,0.5,False,Westerpark,52.38,4.875,Entire home/apt,4,2,2,15,277.0,3,90,True,0,0,4.95,False,69.25,831.0,0.08,0.18,0.32,4.99,0.0,1385.0
969,17007711,0.33,False,IJburg - Zeeburgereiland,52.34,4.996,Entire home/apt,5,3,3,9,250.0,6,101,True,0,0,4.92,False,50.0,1500.0,0.13,0.16,0.24,4.99,0.4465753424657534,1265.0684931506848
970,17011879,0.56,False,Bos en Lommer,52.38,4.855,Entire home/apt,4,2,2,12,275.0,3,101,True,4,3,4.91,False,68.75,825.0,0.1,0.15,0.22,4.99,0.336986301369863,1432.2602739726028
971,17026187,0.0,False,Noord-Oost,52.4,4.938,Entire home/apt,4,2,2,3,140.0,3,101,True,0,0,5.0,False,35.0,420.0,0.08,0.19,0.2,4.99,0.0,700.0
972,17026274,0.87,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,2,11,200.0,3,30,True,0,1,4.92,True,50.0,600.0,0.12,0.2,0.23,4.99,0.0136986301369863,1010.8219178082192
973,17042462,0.18,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,7,220.0,4,30,True,1,0,4.89,False,110.0,880.0,0.07,0.24,0.23,4.99,0.024657534246575342,1166.7123287671234
974,17115931,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,11,130.0,4,30,True,0,0,5.0,False,65.0,520.0,0.06,0.14,0.17,4.99,0.0,681.2876712328767
975,17136286,0.8,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,12,145.0,3,101,True,0,0,4.88,False,72.5,435.0,0.07,0.13,0.18,4.99,0.0,725.0
976,17150944,0.61,False,Centrum-Oost,52.38,4.895,Private room,4,1,1,14,256.0,2,101,True,4,6,4.55,True,64.0,512.0,0.09,0.2,0.27,4.99,0.7788461538461539,1395.0
977,17236712,0.0,False,Watergraafsmeer,52.34,4.94,Entire home/apt,4,2,2,11,263.0,4,30,True,0,0,5.0,False,65.75,1052.0,0.04,0.18,0.21,4.99,0.4904109589041096,1246.3698630136987
978,17252191,0.67,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,9,159.0,3,14,True,0,0,4.98,False,79.5,477.0,0.07,0.2,0.18,4.99,0.3424657534246575,802.5205479452055
979,17297257,0.0,False,Zuid,52.34,4.848,Entire home/apt,2,1,1,9,175.0,2,18,True,0,0,4.94,False,87.5,350.0,0.09,0.14,0.23,4.99,0.0,1099.5703125
980,17311781,0.56,False,Oud-Noord,52.4,4.906,Entire home/apt,2,1,1,4,125.0,4,60,True,0,0,5.0,False,62.5,500.0,0.05,0.15,0.16,4.99,0.0,626.4383561643835
981,17327485,0.6,False,Geuzenveld - Slotermeer,52.38,4.82,Entire home/apt,4,2,2,1,100.0,7,19,True,1,0,4.8,False,25.0,700.0,0.07,0.11,0.19,4.99,0.2465753424657534,511.5342465753425
982,17390004,0.51,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,7,150.0,4,101,True,0,1,5.0,False,37.5,600.0,0.08,0.15,0.16,4.99,0.0,749.3150684931506
983,17461238,0.67,False,Bos en Lommer,52.38,4.848,Entire home/apt,4,2,2,3,183.0,3,28,True,1,1,4.85,False,45.75,549.0,0.09,0.13,0.19,4.99,0.010958904109589041,867.2602739726027
984,17505754,1.0,True,Zuid,52.34,4.88,Private room,2,1,1,4,121.0,2,60,True,2,6,4.93,False,60.5,242.0,0.06,0.13,0.15,4.99,0.19327731092436976,597.4789915966387
985,17508421,0.79,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,5,125.0,3,101,True,1,2,4.98,False,62.5,375.0,0.07,0.13,0.17,4.99,0.010958904109589041,726.0958904109589
986,17525219,0.63,False,Centrum-West,52.38,4.88,Private room,2,1,1,3,216.0,3,109,True,7,2,4.6,True,108.0,648.0,0.03,0.22,0.21,4.99,0.22284122562674094,1175.849582172702
987,17536444,1.0,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,7,189.0,7,101,True,4,0,4.88,True,47.25,1323.0,0.09,0.15,0.24,4.99,0.5013698630136987,816.986301369863
988,17554758,0.68,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,9,190.0,3,60,True,0,2,4.72,True,95.0,570.0,0.08,0.22,0.15,4.99,0.1780821917808219,950.0
989,17564346,0.52,False,Centrum-Oost,52.38,4.895,Entire home/apt,2,1,1,8,185.0,23,101,True,0,0,5.0,False,92.5,4256.0,0.08,0.17,0.2,4.99,0.3013698630136986,1003.3561643835617
990,17565780,0.37,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,13,300.0,2,14,True,0,0,5.0,False,75.0,600.0,0.1,0.17,0.26,4.99,0.020833333333333332,1500.0
991,17618917,0.9,True,Centrum-West,52.38,4.895,Entire home/apt,2,1,1,9,200.0,3,101,True,0,0,5.0,False,100.0,600.0,0.08,0.14,0.2,4.99,0.07397260273972603,1116.041095890411
992,17631393,0.57,False,Oud-Noord,52.38,4.91,Entire home/apt,4,2,2,11,300.0,5,7,True,0,0,5.0,False,75.0,1500.0,0.08,0.14,0.24,4.99,0.0136986301369863,1500.0
993,17643789,1.0,False,Noord-West,52.44,4.887,Hotel room,4,2,2,7,169.0,3,60,True,1,0,4.56,True,42.25,507.0,0.07,0.19,0.21,4.99,0.7205479452054795,825.5342465753424
994,17678275,0.88,False,Centrum-Oost,52.38,4.883,Entire home/apt,3,2,2,14,399.0,3,14,True,5,2,4.92,False,133.0,1197.0,0.1,0.26,0.25,4.99,0.0136986301369863,1359.4246575342465
995,17688373,0.92,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,12,300.0,4,4,True,0,0,4.88,False,75.0,1200.0,0.02,0.2,0.31,4.99,0.0,1649.3150684931506
